iMPALA	iMPASA	iMPALN	iMPASN	iMPAR	iA	iBPC	iBPR	iBPAR	iCL	iCi	iCMBD	iCMX	iCMY	iCo	iCHA	iCHC	iE	iOEX	iOEY	iMECD	iMARA	iOSA	iR	iSC	iAZRM	iNZRM	iMPALAt	iMPASAt	iMPALNt	iMPASNt	iMPARt	iAt	iBPCt	iBPRt	iBPARt	iCaLt	iCit	iCMBDt	iCMXt	iCMYt	iCot	iCHAt	iCHCt	iEt	iMECDt	iMARAt	iRt	iSCt	iAZRMt	iNZRMt	iNI	iNL	iPH	iMLI	iBM
3408150000	847582000	1.3569	0.337452	4.02103	50117	5723	653.525	0.114193	1067.08	4877.02	-21.7351	1140.43	1356.57	0.113884	440071	2782.53	0.362013	947	882	1113.32	580790	50117	474.597	1	4255730000	1.69435	1507100000	65783400	1.07063	0.0467319	22.91	37519	2944	231.007	0.0784669	851.438	4754.45	-4.34245	1113.15	1275	0.278104	134910	1866.4	0.839703	876.632	185023	602.489	2	1572880000	1.11736	3	5	19.934	2.551666667	45177.58622
2257610000	942869000	1.36182	0.56875	2.39441	40716	6243	957.242	0.15333	1091.53	9303.26	-30.8791	1268.1	1487.32	0.0860058	473410	2848.78	0.168753	1085	844	1124.28	685419	40716	2125.72	2	3200480000	1.93057	1512050000	53925200	1.29745	0.0462717	28.0398	34138	3086	278.968	0.0903978	937.649	8.82843	-1.66009	1256.6	1048.45	0.316321	107922	1997.8	0.867001	965.445	213493	0.00228312	2	1565980000	1.34372	3	5	15.437	1.699666667	39524.56472
4783520000	1859400000	1.33618	0.519388	2.57261	59833	7035	827.156	0.117577	1239.48	15859.8	4.29874	1280.71	1441.29	0.0945617	632740	3193.9	0.193763	1032	905	1268.17	921839	59833	4203.91	3	6642920000	1.85557	2325950000	97242200	1.168	0.0488313	23.9191	44625	4037	365.207	0.090465	984.025	9342.35	0.365907	1130.69	1049.19	0.264131	168950	2168.58	0.845922	1013.16	280574	1955.84	3	2423190000	1.21683	2	5	11.874	2.9195	49895.95641
1783590000	1017330000	0.828795	0.47273	1.75321	46390	5582	671.669	0.120328	815.907	21	0.925342	1290.08	1508.94	0.146168	317374	2353.5	0.0748437	811	669	917.679	499920	46390	0.00950636	3	2800920000	1.30152	911416000	11448000	1.14091	0.0143306	79.6133	28264	2382	200.747	0.0842768	833.95	7492	16.0455	1252.97	1085.42	0.27511	102737	1767.53	0.950996	858.969	179672	1985.92	4	922864000	1.15524	3	5	12.342	1.335666667	35990.36297
1774940000	897154000	0.693157	0.35036	1.97841	50603	6145	746.221	0.121436	1106.11	1779.85	-4.52527	1420.11	1506.9	0.117081	432204	2711	0.107913	989	756	1137.76	646456	50603	62.6023	23	2672100000	1.04352	880609000	14778200	0.90157	0.0151299	59.5886	31253	2853	260.443	0.0912872	689.981	4276.56	25.3817	1134.34	846.511	0.51776	60362	1461.56	0.935071	710.256	88153.4	585.191	2	895387000	0.9167	3	5	14.418	1.373	42218.86939
2228070000	1973880000	0.755693	0.669479	1.12878	54299	6782	847.079	0.124901	1052.49	20218.3	-3.53917	1198.46	1462.83	0.102943	527467	2918.1	0.00365952	1040	903	1083.58	720312	54299	7528.32	4	4201950000	1.42517	1132680000	63624400	1.05948	0.0595125	17.8026	32697	2669	217.866	0.0816283	839.972	4399.19	-8.48772	1357.93	1212.97	0.314494	103967	1846.43	0.798578	865.171	202639	591.885	2	1196300000	1.11899	4	5	17.532	0.90575	44763.48518
1016370000	474220000	1.02554	0.478501	2.14324	31481	5064	814.59	0.160859	881.749	8406.05	6.43205	1258.51	1672.66	0.123883	254118	2235.08	0.132287	860	473	928.473	388680	31481	2244.58	2	1490590000	1.50404	894234000	7749420	1.60911	0.0139445	115.394	23574	2700	309.239	0.114533	800.353	5511.17	-7.60669	1230.1	1142.19	0.460277	51217	1650.44	0.965929	824.364	81643.2	1288.41	5	901983000	1.62305	3	5	8.534	0.785333333	26278.7467
1338470000	1010770000	0.780394	0.58933	1.32421	41414	5378	698.384	0.12986	874.443	12304.2	-3.00178	1391.19	1572.95	0.122486	338112	2354.65	0.0194576	812	640	905.342	443967	41414	3655.58	3	2349240000	1.36972	276479000	1641690	3.49125	0.0207305	168.411	8899	1918	413.386	0.21553	619.578	1022.21	-38.3047	1237.58	1074.25	0.283498	31390	1260.17	0.976528	638.165	45723	117.418	12	278121000	3.51198	2	5	10.046	1.444	24604.86964
1199020000	593897000	0.770308	0.38155	2.01889	39453	4703	560.622	0.119205	823.733	11411.7	-24.3165	1337.72	1533.67	0.133072	296479	2188.99	0.11391	809	671	847.221	406722	39453	3300.83	3	1792910000	1.15186	873982000	27873300	1.27877	0.0407829	31.3555	26143	2408	221.798	0.0921088	684.425	3949.07	-3.68511	1215.34	1022.44	0.285522	91562	1477.85	0.880194	704.829	137879	596.532	2	901855000	1.31955	3	5	10.232	1.228	30655.42302
3110340000	1813130000	0.951004	0.554377	1.71545	57189	6941	842.426	0.12137	1169.49	11794.5	-13.2607	1370.75	1527.66	0.107649	531252	2950.53	0.0694181	1126	778	1200.85	707015	57189	2432.48	2	4923470000	1.50538	2664830000	43161000	1.45943	0.0236377	61.7417	42731	3480	283.41	0.0814397	1000.59	9599.03	3.81822	1221.8	965.409	0.259679	164553	2127.91	0.937263	1030.54	238623	2156.31	5	2707990000	1.48307	4	5	16.196	0.72525	48848.91753
768272000	175554000	1.36698	0.312361	4.37627	23707	3527	524.728	0.148775	685.613	7940.46	0.603789	1363.57	1603.58	0.156384	151595	1690.25	0.394378	582	523	704.211	231560	23707	2659.59	3	943826000	1.67934	129892000	8360290	0.988867	0.0636467	15.5368	11461	1778	275.83	0.155135	494.144	1805.69	5.20671	1286.21	1052.01	0.148873	76985	1161.96	0.772742	508.968	102705	284.488	6	138252000	1.05251	2	5	8.561	2.0345	17732.62099
1083160000	370407000	1.14948	0.393085	2.92425	30697	4905	783.758	0.159788	863.507	32267.6	8.90871	1262.54	1645.13	0.126012	243604	2118.78	0.240442	726	598	888.138	371490	30697	33918.6	9	1453570000	1.54257	409591000	23043500	1.51363	0.0851564	17.7747	16450	2573	402.452	0.156413	574.739	4237.96	-33.4948	1159.53	1173.75	0.256951	64020	1310.79	0.798295	593.946	90097.3	1091.81	4	432634000	1.59878	2	5	8.561	2.0345	17732.62099
737108000	227448000	1.1445	0.353156	3.24078	25378	4213	699.4	0.16601	851.609	1055.97	-7.67438	1291.67	1658.15	0.0984918	257666	2057.84	0.279195	810	463	877.157	373758	25378	43.9385	42	964556000	1.49766	397698000	16595700	1.29298	0.0539554	23.9639	17538	2213	279.243	0.126183	627.135	4320.55	8.0163	1177.07	1041.77	0.243692	71968	1378.35	0.846187	645.892	130300	1064.38	3	414294000	1.34694	2	4	9.618	1.8925	21429.01388
2679240000	535051000	0.873176	0.174375	5.00745	55393	5392	524.862	0.0973408	1160.8	1641.88	-1.31335	1536.24	1495.43	0.143717	385432	2705.45	0.444996	844	799	1195.62	609135	55393	48.6663	12	3214290000	1.04755	833780000	349691000	0.756305	0.317197	2.38434	33203	3434	355.159	0.103424	675.93	13.2426	-47.1478	1071.35	899.972	0.168398	197170	1915.02	0.167315	751.523	340480	0.00528168	3	1183470000	1.0735	3	5	15.473	1.74	44878.38126
2457300000	1157520000	1.2042	0.567245	2.1229	45173	6940	1066.2	0.153632	1149.47	90686.1	-17.7755	1351.78	1506.92	0.0900966	501384	2851.81	0.12929	1145	710	1183.76	685541	45173	182055	16	3614820000	1.77145	2511660000	83102200	1.29317	0.0427865	30.2238	44071	3412	264.159	0.0774205	1034.91	5786.61	6.95062	1241.94	978.573	0.257552	171115	2177.2	0.875995	1065.55	284566	759.794	2	2594770000	1.33596	3	5	14.135	1.381666667	42035.77214
1153590000	385031000	1.04513	0.348833	2.99608	33223	4580	631.382	0.137856	783.508	11474	-3.0328	1200.94	1551.26	0.12431	267259	2054.95	0.24951	740	581	799.671	363782	33223	3962.66	3	1538620000	1.39397	649677000	11567900	1.28069	0.0228035	56.1622	22523	2066	189.511	0.0917285	620.423	3443.12	1.46403	1269.57	1185.6	0.347582	64799	1338.16	0.931248	633.674	79866.7	526.356	2	661245000	1.3035	3	5	14.135	1.721333333	26422.05192
1976000000	1002230000	1.59714	0.810071	1.97161	35174	5690	920.455	0.161767	1100.1	13810	-25.003	1347	1593.95	0.0854675	411548	2753.6	0.106905	1019	693	1131.65	674416	35174	5422.04	3	2978220000	2.40721	1091400000	24453600	1.23671	0.0277092	44.6316	29707	3139	331.684	0.105665	836.687	10067.2	4.7254	1239.71	1080.59	0.290704	102190	1785.57	0.914262	861.706	147573	3411.6	9	1115850000	1.26442	2	5	11.619	1.851	33092.07925
1848750000	1401370000	0.999817	0.757873	1.31924	43001	6934	1118.12	0.161252	1113.24	31181.6	4.74859	1223.73	1457.4	0.0905959	474646	2833.73	0.0189473	1114	726	1146.64	677066	43001	22610.9	6	3250120000	1.75769	1954740000	90283400	1.29099	0.0596267	21.6512	38912	3846	380.133	0.0988384	980.25	15	-1.08858	1253.91	1146.93	0.255891	152065	2081.65	0.831205	1009.23	221529	0.00578228	5	2045020000	1.35061	3	5	14.657	1.472666667	44182.71092
2323570000	701431000	1.31765	0.397769	3.31261	41993	6039	868.467	0.14381	1067.68	15038.8	10.2167	1226.22	1566.02	0.111142	377832	2555.66	0.287558	950	652	1094	561976	41993	5385.81	3	3025000000	1.71542	1280880000	31447700	1.21558	0.0298445	40.7306	32461	2608	209.533	0.0803426	784.918	2217.19	14.8235	1255.2	1123.24	0.326852	99314	1710.48	0.906444	808.23	159596	151.441	1	1312330000	1.24543	3	5	10.296	0.986333333	37131.23341
3006240000	1825510000	1.10272	0.669616	1.6468	52213	7808	1167.62	0.149541	1344.55	241458	-26.7236	1268.28	1404.7	0.0693329	753077	3397.07	0.0597167	1300	897	1384.35	980213	52213	1116620	39	4831750000	1.77234	3851140000	147378000	1.25783	0.0481352	26.1311	55333	4260	327.971	0.0769884	1153.36	7002.01	6.41424	1158.74	1169.87	0.317082	174507	2436.1	0.858002	1187.16	310128	886.056	2	3998520000	1.30596	3	5	15.088	1.385333333	53546.80793
5979550000	3041210000	1.13176	0.575617	1.96617	72687	8671	1034.38	0.119292	1263.21	41871.3	5.02388	1277.54	1367.16	0.0963676	754268	3351.48	0.1061	1114	1007	1290.97	1048330	72687	24119.9	6	9020770000	1.70738	4248880000	138454000	1.14175	0.0372051	30.6881	61003	3058	153.294	0.0501287	1025.32	2580.6	-20.8358	1148.67	1092.54	0.378041	161366	2180.52	0.877753	1055.64	223821	109.166	1	4387340000	1.17896	3	5	19.209	1.841	71616.40463
3824280000	2437330000	0.847413	0.540082	1.56905	67178	7001	729.614	0.104216	1068.04	5883.6	15.3786	1216.76	1424.67	0.113411	592343	3066.43	0.0490627	994	940	1154.77	799369	67178	515.3	1	6261600000	1.38749	2345180000	38849500	1.48125	0.0245379	60.3657	39790	3725	348.721	0.0936165	1027.24	2883.35	2.97996	1320.82	1131.97	0.366748	108494	2127.92	0.935879	1058.06	174215	208.939	1	2384030000	1.50579	3	5	16.741	1.884	51170.01884
4422310000	1981480000	1.16585	0.522376	2.23182	61589	7082	814.346	0.114988	1109.58	11806.1	4.40699	1246.6	1494.8	0.10537	584502	2964.01	0.145278	1048	878	1138.71	707978	61589	2263.14	2	6403790000	1.68823	2566110000	262387000	0.630288	0.0644475	9.77985	63807	4683	343.7	0.0733932	871.642	3647.53	-11.0086	1122.55	1086.1	0.334587	190704	2030.27	0.663359	895.668	290991	208.511	1	2828500000	0.694735	3	5	20.912	1.828	67008.82939
1921640000	367052000	1.06886	0.204162	5.23533	42401	5092	611.506	0.120091	912.415	17143.3	-5.06807	1312.18	1415.44	0.165069	256868	2261.87	0.461376	455	891	947.266	399618	42401	6931.24	4	2288690000	1.27302	329083000	12379900	0.690808	0.0259878	26.582	21826	2148	211.395	0.0984147	548.154	3100.13	17.9268	1253.53	1022.93	0.551273	39592	1135.83	0.860236	564.575	56042.3	440.338	2	341463000	0.716796	3	5	18.273	2.040333333	36329.09792
2932150000	607520000	1.26168	0.26141	4.82643	48208	5841	707.71	0.121162	1149.95	384.191	0.800994	1322.73	1449.34	0.122977	392008	2758.93	0.431303	1038	831	1183.11	566745	48208	3.06179	2	3539670000	1.52309	1618040000	136900000	1.55658	0.131701	11.8191	32241	3534	387.369	0.109612	913.25	2830.9	-41.0874	1123.61	1084.65	0.213415	151072	2004.71	0.712307	940.3	251877	248.566	1	1754940000	1.68828	2	5	10.094	2.9655	41688.34586
3171510000	1966110000	0.768735	0.476561	1.61309	64231	6733	705.785	0.104825	1081.72	1116.57	18.0486	1253.55	1498.77	0.123176	521459	2771.03	0.0550474	1075	718	1113.93	724920	64231	19.4102	3	5137620000	1.2453	3071710000	494043000	0.785504	0.126338	6.2175	62534	5384	463.547	0.0860972	947.549	3954.85	-38.7593	1069.25	1133.84	0.231203	270472	2296.1	0.522578	975.823	370256	250.118	1	3565760000	0.911842	2	5	10.094	2.9655	41688.34586
1979610000	1732390000	0.613662	0.537025	1.14271	56797	6868	830.492	0.120922	992.639	18780.1	21.4558	1311.6	1503.36	0.123052	461569	2694.07	0.00443579	984	740	1037.06	660250	56797	6209.67	4	3712000000	1.15069	1627740000	21146800	1.10285	0.0143276	76.9735	38418	2605	176.637	0.0678068	786.875	2124.22	7.87728	1294.18	1061.06	0.638831	60138	1609.64	0.949359	810.38	90699.7	117.453	2	1648890000	1.11717	3	5	15.052	0.99	48749.01051
2375980000	1320520000	0.95157	0.528863	1.79927	49969	5607	629.159	0.11221	931.58	32035.4	2.67432	1230.35	1591.64	0.148912	335561	2490.71	0.0815268	831	735	994.105	564027	49969	20538.1	7	3696500000	1.48043	626992000	31044000	0.794618	0.0393436	20.1969	28090	2751	269.42	0.0979352	616.878	55.9411	-12.3258	1357.06	1112.12	0.444251	63230	1326.97	0.820196	635.384	103973	0.111406	2	658036000	0.833962	3	5	12.115	0.958	36287.75278
1502530000	553597000	0.616623	0.227191	2.71412	49363	4682	444.08	0.0948484	801.649	89551.9	13.6046	1234.75	1499.74	0.161824	305041	2150.53	0.212995	601	746	825.698	382832	49363	162460	23	2056130000	0.843814	745558000	55457700	0.915449	0.068095	13.4437	28538	2586	234.333	0.090616	662.687	3	-14.79	1177.93	1180.19	0.282088	101167	1531.7	0.742236	682.568	156494	0.000315369	3	801015000	0.983544	3	4	12.217	1.444666667	36080.83536
1559800000	393110000	1.13876	0.286996	3.96785	37010	4749	609.376	0.128317	779.982	7966.3	7.71185	1282.35	1501.02	0.146345	252895	2057.1	0.356901	654	706	822.082	351116	37010	1714.72	2	1952910000	1.42575	553572000	48980500	0.923442	0.0817069	11.3019	24484	2237	204.385	0.0913658	587.649	1864.28	-5.29856	1236.84	1101.19	0.270476	90522	1371.25	0.701278	603.241	131577	141.952	1	602553000	1.00515	2	4	12.361	2.729	33018.05422
724275000	166275000	1.01415	0.232822	4.35588	26724	4140	641.356	0.154917	724.238	9297.36	12.9716	1277.7	1717.89	0.170832	156434	1702.61	0.392601	654	370	737.478	221379	26724	3234.58	3	890550000	1.24697	464232000	44484700	0.711081	0.0681388	10.4358	25551	2426	230.342	0.0949474	524.916	147.853	5.33468	1268.32	1112.81	0.356549	71662	1257.85	0.680807	540.539	109551	0.855562	3	508717000	0.77922	2	5	7.388	1.052	25663.63977
2724860000	1366880000	1.21762	0.610797	1.99349	47306	6805	978.904	0.143851	1123.31	27789.1	-17.5177	1346.43	1493.27	0.0924675	511596	2879.3	0.110147	1122	757	1160.41	687367	47306	16324.2	5	4091740000	1.82842	2789890000	70814500	1.23475	0.031341	39.3972	47534	3402	243.48	0.0715698	939.747	2818.14	3.06751	1205.92	1039.04	0.344297	138061	2097.53	0.903434	970.492	193989	167.079	1	2860710000	1.26609	3	4	16.705	1.521	46699.34971
1975190000	606829000	1.21631	0.373679	3.25495	40298	5373	716.391	0.133332	967.653	85834.7	-6.62658	1267.62	1490.49	0.0950786	423839	2593.81	0.280856	784	758	984.578	592731	40298	182828	22	2582020000	1.58999	699390000	20221800	1.0821	0.0312871	34.586	25423	2051	165.464	0.080675	674.807	1707.14	-9.59071	1189.61	1110.05	0.432769	58745	1418.83	0.890755	694.584	93702.6	114.634	1	719612000	1.11338	2	4	11.707	2.6975	32371.02791
2129000000	1099520000	0.939047	0.484972	1.93629	47615	5834	714.807	0.122524	870.175	29188.5	-2.07918	1288.55	1446.51	0.128345	370991	2422.77	0.101677	632	770	921.536	483602	47615	17892.8	6	3228520000	1.42402	534453000	110749000	1.0918	0.226242	4.8258	22125	4725	1009.07	0.213559	607.161	1133.2	-27.5453	1042.32	1077.24	0.166125	133183	1495.34	0.431254	624.539	181693	58.0409	27	645202000	1.31804	3	5	14	1.469	37306.92218
458929000	232230000	0.634363	0.321004	1.97619	26897	3811	539.976	0.141689	615.592	8343.07	-3.24925	1156.77	1687.32	0.178218	150922	1532.4	0.107583	616	378	633.752	212977	26897	2587.9	3	691159000	0.955367	319574000	8696680	0.796702	0.0216809	36.7466	20028	2070	213.945	0.103355	550.325	3180.21	10.8663	1256.73	1197.33	0.445314	44975	1149.79	0.896838	565.6	67774.5	504.981	2	328270000	0.818383	2	4	7.594	1.398	24982.3521
1500980000	492110000	0.98978	0.324508	3.05009	38942	4805	592.882	0.123389	918.401	66910.5	1.82849	1368.26	1570.44	0.130487	298436	2313.27	0.256222	678	735	944.716	470574	38942	114966	18	1993090000	1.31429	580221000	62265800	0.968924	0.103979	9.31846	24471	2888	340.834	0.118017	704.665	7593.72	-36.1065	1146.24	1064.46	0.145414	168285	1786.27	0.649914	725.805	257610	2356.45	4	642487000	1.0729	2	5	11.424	2.137	32139.95148
575272000	353568000	0.719053	0.441937	1.62705	28285	4438	696.335	0.156903	662.333	500.309	-12.8385	1242.41	1614.74	0.132787	213011	1825.36	0.0569725	562	560	691.631	308611	28285	8.84952	6	928841000	1.16099	396937000	5474690	1.2314	0.0169839	72.5041	17954	2307	296.438	0.128495	580.57	3051.78	-6.12007	1290.74	1152.89	0.385635	46557	1216.2	0.946322	595.297	70882.1	518.735	4	402412000	1.24838	3	5	12.866	1.172	24327.66171
3179790000	962536000	0.908843	0.275111	3.30356	59150	5888	586.112	0.0995435	970.211	4934.31	-5.20782	1336.05	1412.61	0.146008	405116	2578.2	0.286512	657	951	1023.12	539584	59150	411.622	1	4142330000	1.18395	311689000	11846800	0.742472	0.0282201	26.31	20489	1743	148.277	0.08507	577.015	107.184	4.9804	1204.15	1077.75	0.535968	38228	1200.59	0.858897	593.847	62273.8	0.560709	3	323536000	0.770692	3	5	20.461	1.907333333	39740.89823
4743660000	2509880000	1.07365	0.56807	1.88999	66470	7517	850.087	0.113089	1272.51	323.362	12.3855	1319.38	1336.79	0.0869172	764751	3449.76	0.0948375	967	1055	1313.88	957046	66470	1.57309	4	7253540000	1.64172	1662640000	33389400	1.05731	0.0212331	49.7955	39655	2944	218.564	0.0742403	861.256	178.581	0.318937	1284.08	1094.31	0.414303	95715	1803.69	0.922803	886.89	130786	0.804213	3	1696030000	1.07854	3	5	19.351	2.398	54276.10571
2604020000	1091090000	0.784083	0.328533	2.38662	57629	6430	717.432	0.111576	974.164	5312.56	7.35729	1127.22	1426.85	0.140986	408758	2671.4	0.167642	748	867	1042.71	628100	57629	489.741	1	3695110000	1.11262	786402000	14160100	1.20117	0.0216286	55.5364	25587	2390	223.242	0.0934068	755.673	1968.03	-5.64137	1268.64	1259.74	0.401932	63660	1558.47	0.930501	778.073	86114.4	151.372	1	800562000	1.2228	3	5	15.597	1.557666667	41154.89297
1816000000	1126170000	0.984718	0.610662	1.61254	42944	5226	635.969	0.121693	917.767	34526.6	16.3939	1296.74	1438	0.104257	411905	2629.32	0.0549726	797	857	1009.53	638660	42944	27759.1	8	2942180000	1.59538	610914000	19632000	1.35391	0.0435084	31.1183	21242	2348	259.538	0.110536	684.425	319.617	-11.6529	1242.16	1161.7	0.284075	74776	1459.88	0.879338	704.829	115718	4.80911	3	630546000	1.39742	3	5	15.924	1.858333333	31658.3526
2293930000	982067000	0.572189	0.244963	2.33582	63317	5651	504.348	0.0892493	847.738	18289.8	15.0625	1176.61	1446.56	0.184795	342634	2321.97	0.160358	552	835	895.955	454786	63317	5283.23	4	3276000000	0.817152	696179000	308090000	0.498111	0.220436	2.25966	37385	2876	221.249	0.0769292	485.309	2230.76	-44.4701	1029.63	1229.51	0.270121	138401	1451.46	0.149336	548.525	184626	133.109	1	1004270000	0.718547	3	5	14.633	1.644333333	50861.19572
1008730000	457263000	0.795752	0.360718	2.20602	35604	5097	729.677	0.143158	854.239	28497.7	4.09567	1294.06	1535.88	0.122886	289733	2136.83	0.141506	639	653	879.867	414026	35604	22809.8	7	1465990000	1.15647	888765000	71016500	0.881157	0.0704086	12.5149	31759	2919	268.288	0.091911	682.069	3965.45	-15.2932	1170.17	1051.68	0.306711	103547	1506.33	0.72593	701.46	171972	495.128	2	959782000	0.951566	4	5	18.175	0.943	33961.38116
1460800000	1152530000	0.858382	0.677239	1.26747	41253	6463	1012.54	0.156667	1053.14	42431.1	3.13996	1306.13	1480.2	0.0856774	481492	2790.18	0.0139147	1054	683	1096.93	700879	41253	43642.9	8	2613340000	1.53562	1604630000	13114600	1.51619	0.0123918	122.354	32532	2632	212.942	0.080905	883.147	6780.94	-14.3011	1366.73	1096.82	0.508973	63917	1796.64	0.967836	909.59	93692.9	1413.42	3	1617750000	1.52858	3	5	13.926	1.596333333	36519.57664
1344170000	400352000	1.02257	0.304566	3.35747	36256	4875	655.495	0.13446	758.032	113544	-5.26823	1215.7	1514.96	0.115408	314154	2193.75	0.2927	625	707	802.588	418446	36256	355590	29	1744520000	1.32714	608801000	83040200	0.978774	0.133504	7.3314	24940	2547	260.113	0.102125	656.659	2042.55	-21.5882	1101.23	1144.25	0.240518	103693	1529.13	0.577515	673.851	173953	167.281	1	691841000	1.11228	3	4	17.256	1.788333333	32201.59435
269914000	18668500	2.88292	0.199397	14.4582	9676	2734	772.505	0.282555	659.776	3236.66	-3.89268	1438.6	1773.89	0.135977	71159	1392.97	0.757977	614	246	679.57	105012	9676	1082.68	3	288582000	3.08232	167440000	10169800	0.909549	0.0552433	16.4644	13568	1433	151.348	0.105616	499.228	9	5.43874	1247.37	1005.14	0.155813	87079	1290.18	0.784078	528.11	140296	0.00596993	9	177609000	0.964793	1	4	2.768	0.513	11120.08452
2376080000	1615680000	1.00523	0.683536	1.47064	48618	7473	1148.66	0.153709	1160.04	15	-18.142	1146.58	1458.52	0.0793848	612435	3050.16	0.0362872	1156	802	1195.41	890032	48618	0.00462792	15	3991760000	1.68877	2499160000	24821400	1.26739	0.0125876	100.686	44406	2977	199.579	0.0670405	965.909	5221.6	16.2806	1277.78	1257	0.447777	99170	1981.47	0.96105	994.74	152310	613.996	2	2523980000	1.27998	3	5	16.153	1.698666667	42767.54746
1020090000	202244000	1.83916	0.364633	5.04385	23551	4144	729.172	0.175959	1029.22	31592.1	-26.9952	1226.99	1688.52	0.0870254	270622	2293.66	0.447675	1011	440	1060.1	419768	23551	42378.8	9	1222330000	2.20379	879424000	88370400	2.15247	0.216294	9.95157	20213	3352	555.875	0.165834	839.509	5931.54	-14.0123	1322.28	1120.76	0.117055	172680	1958.24	0.668106	864.695	278352	1740.62	5	967794000	2.36876	1	4	8.042	1.159	21145.29491
